Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP
Sam Hauser,BOS,23/24,9.0,3.5,1.0,0.78,4.9,0
Jalen Duren,DET,23/24,13.8,11.6,2.4,0.171,4.8,0
Trayce Jackson-Davis,GSW,23/24,7.9,5.0,1.2,0.561,4.8,0
Kentavious Caldwell-Pope,DEN,23/24,10.1,2.4,2.4,0.695,4.8,0
Obi Toppin,IND,23/24,10.3,3.9,1.6,0.573,4.8,0
Jalen Suggs,ORL,23/24,12.6,3.1,2.7,0.573,4.7,0
Coby White,CHI,23/24,19.1,4.5,5.1,0.476,4.7,0
Bobby Portis,MIL,23/24,13.8,7.4,1.3,0.598,4.7,0
Harrison Barnes,SAC,23/24,12.2,3.0,1.2,0.561,4.7,0
Trae Young,ATL,23/24,25.7,2.8,10.8,0.439,4.6,0
Jonathan Kuminga,GSW,23/24,16.1,4.8,2.2,0.561,4.6,0
Luguentz Dort,OKC,23/24,10.9,3.6,1.4,0.695,4.6,0
Tyus Jones,WAS,23/24,12.0,2.7,7.3,0.183,4.5,0
Onyeka Okongwu,ATL,23/24,10.2,6.8,1.3,0.439,4.5,0
Kyle Anderson,MIN,23/24,6.4,3.5,4.2,0.683,4.5,0
Wendell Carter Jr.,ORL,23/24,11.0,6.9,1.7,0.573,4.4,0
John Collins,UTA,23/24,15.1,8.5,1.1,0.378,4.4,0
Chris Paul,GSW,23/24,9.2,3.9,6.8,0.561,4.3,0
Amen Thompson,HOU,23/24,9.5,6.6,2.6,0.5,4.3,0
Josh Giddey,OKC,23/24,12.3,6.4,4.8,0.695,4.3,0
Scottie Barnes,TOR,23/24,19.8,8.2,6.0,0.305,4.3,0
Nickeil Alexander-Walker,MIN,23/24,8.0,2.0,2.5,0.683,4.3,0
Mikal Bridges,BRK,23/24,19.6,4.5,3.6,0.39,4.2,0
Isaac Okoro,CLE,23/24,9.4,3.0,1.9,0.585,4.2,0
Terance Mann,LAC,23/24,8.8,3.4,1.6,0.622,4.2,0
Brandin Podziemski,GSW,23/24,9.2,5.8,3.7,0.561,4.1,0
Rui Hachimura,LAL,23/24,13.6,4.3,1.2,0.573,4.1,0
Norman Powell,LAC,23/24,13.9,2.6,1.1,0.622,4.1,0
Ayo Dosunmu,CHI,23/24,12.2,2.8,3.2,0.476,4.1,0
Walker Kessler,UTA,23/24,8.1,7.5,0.9,0.378,4.1,0
Aaron Nesmith,IND,23/24,12.2,3.8,1.5,0.573,4.1,0
Larry Nance Jr.,NOP,23/24,5.7,5.0,1.9,0.598,4.1,0
Kevon Looney,GSW,23/24,4.5,5.7,1.8,0.561,4.0,0
Cason Wallace,OKC,23/24,6.8,2.3,1.5,0.695,4.0,0
Jaime Jaquez Jr.,MIA,23/24,11.9,3.8,2.6,0.561,4.0,0
Jalen Smith,IND,23/24,9.9,5.5,1.0,0.573,4.0,0
Bogdan Bogdanović,ATL,23/24,16.9,3.4,3.1,0.439,3.9,0
Bradley Beal,PHO,23/24,18.2,4.4,5.0,0.598,3.9,0
Deandre Ayton,POR,23/24,16.7,11.1,1.6,0.256,3.9,0
Max Strus,CLE,23/24,12.2,4.8,4.0,0.585,3.9,0
T.J. McConnell,IND,23/24,10.2,2.7,5.5,0.573,3.9,0
Julius Randle,NYK,23/24,24.0,9.2,5.0,0.61,3.8,0
Jalen Johnson,ATL,23/24,16.0,8.7,3.6,0.439,3.8,0
Jakob Poeltl,TOR,23/24,11.1,8.6,2.5,0.305,3.8,0
Victor Wembanyama,SAS,23/24,21.4,10.6,3.9,0.268,3.7,0
Goga Bitadze,ORL,23/24,5.0,4.6,1.3,0.573,3.7,0
Aaron Wiggins,OKC,23/24,6.9,2.4,1.1,0.695,3.7,0
Miles McBride,NYK,23/24,8.3,1.5,1.7,0.61,3.6,0
Cole Anthony,ORL,23/24,11.6,3.8,2.9,0.573,3.6,0
Duncan Robinson,MIA,23/24,12.9,2.5,2.8,0.561,3.6,0
Devin Vassell,SAS,23/24,19.5,3.8,4.1,0.268,3.6,0
Caris LeVert,CLE,23/24,14.0,4.1,5.1,0.585,3.6,0
Draymond Green,GSW,23/24,8.6,7.2,6.0,0.561,3.6,0
Jonathan Isaac,ORL,23/24,6.8,4.5,0.5,0.573,3.6,0
Klay Thompson,GSW,23/24,17.9,3.3,2.3,0.561,3.6,0
Malik Beasley,MIL,23/24,11.3,3.7,1.4,0.598,3.5,0
Malik Monk,SAC,23/24,15.4,2.9,5.1,0.561,3.5,0
Isaiah Joe,OKC,23/24,8.2,2.3,1.3,0.695,3.5,0
Saddiq Bey,ATL,23/24,13.7,6.5,1.5,0.439,3.5,0
Christian Braun,DEN,23/24,7.3,3.7,1.6,0.695,3.4,0
Khris Middleton,MIL,23/24,15.1,4.7,5.3,0.598,3.4,0
Jaden McDaniels,MIN,23/24,10.5,3.1,1.4,0.683,3.4,0
Cameron Johnson,BRK,23/24,13.4,4.3,2.4,0.39,3.3,0
Isaiah Jackson,IND,23/24,6.5,4.0,0.8,0.573,3.3,0
Kevin Love,MIA,23/24,8.8,6.1,2.1,0.561,3.3,0
Deni Avdija,WAS,23/24,14.7,7.2,3.8,0.183,3.2,0
Dwight Powell,DAL,23/24,3.3,3.4,1.3,0.61,3.1,0
Drew Eubanks,PHO,23/24,5.1,4.3,0.8,0.598,3.1,0
Derrick Jones Jr.,DAL,23/24,8.6,3.3,1.0,0.61,3.1,0
Haywood Highsmith,MIA,23/24,6.1,3.2,1.1,0.561,3.1,0
Desmond Bane,MEM,23/24,23.7,4.4,5.5,0.329,3.1,0
Jalen Green,HOU,23/24,19.6,5.2,3.5,0.5,3.1,0
Keldon Johnson,SAS,23/24,15.7,5.5,2.8,0.268,3.0,0
Kelly Oubre Jr.,PHI,23/24,15.4,5.0,1.5,0.573,3.0,0
Jaren Jackson Jr.,MEM,23/24,22.5,5.5,2.3,0.329,3.0,0
Jabari Walker,POR,23/24,8.9,7.1,1.0,0.256,2.9,0
Day'Ron Sharpe,BRK,23/24,6.8,6.4,1.4,0.39,2.9,0
Kevin Huerter,SAC,23/24,10.2,3.5,2.6,0.561,2.9,0
Dyson Daniels,NOP,23/24,5.8,3.9,2.7,0.598,2.9,0
Dante Exum,DAL,23/24,7.8,2.7,2.9,0.61,2.9,0
Andrew Wiggins,GSW,23/24,13.2,4.5,1.7,0.561,2.8,0
Dario Šarić,GSW,23/24,8.0,4.4,2.2,0.561,2.8,0
Vince Williams Jr.,MEM,23/24,10.0,5.6,3.4,0.329,2.8,0
Pat Connaughton,MIL,23/24,5.6,3.1,2.1,0.598,2.8,0
Sam Merrill,CLE,23/24,8.0,2.0,1.8,0.585,2.8,0
Jerami Grant,POR,23/24,21.0,3.5,2.8,0.256,2.7,0
Gary Harris,ORL,23/24,6.9,1.7,1.6,0.573,2.7,0
Dillon Brooks,HOU,23/24,12.7,3.4,1.7,0.5,2.7,0
Darius Garland,CLE,23/24,18.0,2.7,6.5,0.585,2.7,0
Naji Marshall,NOP,23/24,7.1,3.6,1.9,0.598,2.6,0
Joe Ingles,ORL,23/24,4.4,2.1,3.0,0.573,2.6,0
Dorian Finney-Smith,BRK,23/24,8.5,4.7,1.6,0.39,2.6,0
Malcolm Brogdon,POR,23/24,15.7,3.8,5.5,0.256,2.6,0
Jeff Green,HOU,23/24,6.5,2.3,0.9,0.5,2.6,0
Amir Coffey,LAC,23/24,6.6,2.1,1.1,0.622,2.6,0
Dean Wade,CLE,23/24,5.4,4.0,0.8,0.585,2.5,0
Cam Thomas,BRK,23/24,22.5,3.2,2.9,0.39,2.5,0
Jordan McLaughlin,MIN,23/24,3.5,1.3,2.0,0.683,2.5,0
Eric Gordon,PHO,23/24,11.0,1.8,2.0,0.598,2.5,0
Mitchell Robinson,NYK,23/24,5.6,8.5,0.6,0.61,2.5,0
Aaron Holiday,HOU,23/24,6.6,1.6,1.8,0.5,2.5,0
Jaxson Hayes,LAL,23/24,4.3,3.0,0.5,0.573,2.5,0
Shawn Marion,PHO,06/07,17.5,9.8,1.7,0.744,12.0,0
Elton Brand,LAC,06/07,20.5,9.3,2.9,0.488,11.5,0
Luol Deng,CHI,06/07,18.8,7.1,2.5,0.598,11.3,0
Jason Terry,DAL,06/07,16.7,2.9,5.2,0.817,10.8,0
Manu Ginóbili,SAS,06/07,16.5,4.4,3.5,0.707,10.6,0
Vince Carter,NJN,06/07,25.2,6.0,4.8,0.5,10.5,0
Kevin Martin,SAC,06/07,20.2,4.3,2.2,0.402,10.2,0
Kirk Hinrich,CHI,06/07,16.6,3.4,6.2,0.598,10.1,0
Dwight Howard,ORL,06/07,17.6,12.3,1.9,0.488,9.7,0
Jason Kidd,NJN,06/07,13.0,8.2,9.2,0.5,9.3,0
Shane Battier,HOU,06/07,10.1,4.1,2.1,0.634,9.0,0
Josh Howard,DAL,06/07,18.9,6.8,1.8,0.817,8.8,0
Chris Paul,NOK,06/07,17.2,4.4,8.9,0.476,8.8,0
Mehmet Okur,UTA,06/07,17.6,7.2,2.0,0.622,8.8,0
Ben Gordon,CHI,06/07,21.4,3.1,3.6,0.598,8.6,0
Ben Wallace,CHI,06/07,6.4,10.7,2.4,0.598,8.2,0
Leandro Barbosa,PHO,06/07,18.0,2.7,4.0,0.744,8.2,0
Richard Hamilton,DET,06/07,19.8,3.8,3.8,0.646,8.1,0
Tayshaun Prince,DET,06/07,14.3,5.2,2.8,0.646,8.0,0
Tyson Chandler,NOK,06/07,9.5,12.4,0.9,0.476,7.9,0
Gerald Wallace,CHO,06/07,18.1,7.2,2.6,0.402,7.7,0
Andre Iguodala,PHI,06/07,18.2,5.7,5.7,0.427,7.7,0
Marcus Camby,DEN,06/07,11.2,11.7,3.2,0.549,7.6,0
Rashard Lewis,OKC,06/07,22.4,6.6,2.4,0.378,7.6,0
Yao Ming,HOU,06/07,25.0,9.4,2.0,0.634,7.4,0
Deron Williams,UTA,06/07,16.2,3.3,9.3,0.622,7.2,0
Emeka Okafor,CHO,06/07,14.4,11.3,1.2,0.402,7.1,0
Corey Maggette,LAC,06/07,16.9,5.9,2.8,0.488,7.0,0
Pau Gasol,MEM,06/07,20.8,9.8,3.4,0.268,6.9,0
David Lee,NYK,06/07,10.7,10.4,1.8,0.402,6.9,0
Antawn Jamison,WAS,06/07,19.8,8.0,1.9,0.5,6.8,0
Brent Barry,SAS,06/07,8.5,2.1,1.8,0.707,6.8,0
Andris Biedriņš,GSW,06/07,9.5,9.3,1.1,0.512,6.7,0
Metta World Peace,SAC,06/07,18.8,6.5,3.4,0.402,6.7,0
Al Jefferson,BOS,06/07,16.0,11.0,1.3,0.293,6.6,0
Rafer Alston,HOU,06/07,13.3,3.4,5.4,0.634,6.6,0
Anderson Varejão,CLE,06/07,6.8,6.7,0.9,0.61,6.6,0
Zydrunas Ilgauskas,CLE,06/07,11.9,7.7,1.6,0.61,6.6,0
Devin Harris,DAL,06/07,10.2,2.4,3.7,0.817,6.5,0
Drew Gooden,CLE,06/07,11.1,8.5,1.1,0.61,6.5,0
Danny Granger,IND,06/07,13.9,4.6,1.4,0.427,6.5,0
Anthony Parker,TOR,06/07,12.4,3.9,2.1,0.573,6.5,0
Chuck Hayes,HOU,06/07,5.6,6.7,0.6,0.634,6.4,0
Erick Dampier,DAL,06/07,7.1,7.4,0.6,0.817,6.4,0
Ray Allen,OKC,06/07,26.4,4.5,4.1,0.378,6.3,0
Rasheed Wallace,DET,06/07,12.3,7.2,1.7,0.646,6.2,0
Samuel Dalembert,PHI,06/07,10.7,8.9,0.8,0.427,6.2,0
Michael Redd,MIL,06/07,26.7,3.7,2.3,0.341,6.1,0
Antonio McDyess,DET,06/07,8.1,6.0,0.9,0.646,6.0,0
Chris Wilcox,OKC,06/07,13.5,7.7,1.0,0.378,6.0,0
Stephon Marbury,NYK,06/07,16.4,2.9,5.4,0.402,5.9,0
Raja Bell,PHO,06/07,14.7,3.2,2.5,0.744,5.8,0
Ricky Davis,MIN,06/07,17.0,3.9,4.8,0.39,5.7,0
Mikki Moore,NJN,06/07,9.8,5.1,0.9,0.5,5.7,0
Luther Head,HOU,06/07,10.9,3.2,2.4,0.634,5.7,0
Zach Randolph,POR,06/07,23.6,10.1,2.2,0.39,5.7,0
Josh Childress,ATL,06/07,13.0,6.2,2.3,0.366,5.5,0
José Calderón,TOR,06/07,8.7,1.7,5.0,0.573,5.4,0
Ruben Patterson,MIL,06/07,14.7,5.4,2.9,0.341,5.4,0
Paul Pierce,BOS,06/07,25.0,5.9,4.1,0.293,5.4,0
Nenê,DEN,06/07,12.2,7.0,1.2,0.549,5.3,0
Caron Butler,WAS,06/07,19.1,7.4,3.7,0.5,5.3,0
James Posey,MIA,06/07,7.7,5.0,1.3,0.537,5.2,0
David West,NOK,06/07,18.2,8.2,2.2,0.476,5.2,0
Dikembe Mutombo,HOU,06/07,3.1,6.5,0.2,0.634,5.2,0
Grant Hill,ORL,06/07,14.4,3.6,2.1,0.488,5.1,0
Joe Johnson,ATL,06/07,25.0,4.2,4.4,0.366,5.1,0
Udonis Haslem,MIA,06/07,10.7,8.3,1.2,0.537,5.1,0
Hedo Türkoğlu,ORL,06/07,13.3,4.0,3.2,0.488,4.9,0
Chucky Atkins,MEM,06/07,13.2,1.9,4.6,0.268,4.9,0
Juwan Howard,HOU,06/07,9.7,5.9,1.6,0.634,4.9,0
Mike Miller,MEM,06/07,18.5,5.4,4.3,0.268,4.8,0
Chris Duhon,CHI,06/07,7.2,2.2,4.0,0.598,4.8,0
Zaza Pachulia,ATL,06/07,12.2,6.9,1.5,0.366,4.8,0
Jarrett Jack,POR,06/07,12.0,2.6,5.3,0.39,4.8,0
Eduardo Nájera,DEN,06/07,6.6,4.1,0.9,0.549,4.8,0
Brandon Roy,POR,06/07,16.8,4.4,4.0,0.39,4.8,0
Michael Finley,SAS,06/07,9.0,2.7,1.3,0.707,4.7,0
Eddy Curry,NYK,06/07,19.5,7.0,0.8,0.402,4.7,0
Paul Millsap,UTA,06/07,6.8,5.2,0.8,0.622,4.7,0
Matt Harpring,UTA,06/07,11.6,4.6,1.3,0.622,4.7,0
Jermaine O'Neal,IND,06/07,19.4,9.6,2.4,0.427,4.7,0
Lamar Odom,LAL,06/07,15.9,9.8,4.8,0.512,4.7,0
Kyle Korver,PHI,06/07,14.4,3.5,1.4,0.427,4.6,0
Nick Collison,OKC,06/07,9.6,8.1,1.0,0.378,4.6,0
Cuttino Mobley,LAC,06/07,13.8,3.4,2.5,0.488,4.6,0
Boris Diaw,PHO,06/07,9.7,4.3,4.8,0.744,4.6,0
Matt Carroll,CHO,06/07,12.1,2.9,1.3,0.402,4.6,0
Jeff Foster,IND,06/07,4.3,8.1,0.8,0.427,4.5,0
Andrei Kirilenko,UTA,06/07,8.3,4.7,2.9,0.622,4.4,0
Mike Bibby,SAC,06/07,17.1,3.2,4.7,0.402,4.4,0
Josh Smith,ATL,06/07,16.4,8.6,3.3,0.366,4.4,0
Jason Williams,MIA,06/07,10.9,2.3,5.3,0.537,4.3,0
T.J. Ford,TOR,06/07,14.0,3.1,7.9,0.573,4.3,0
Antonio Daniels,WAS,06/07,7.1,1.9,3.6,0.5,4.3,0
Ryan Gomes,BOS,06/07,12.1,5.6,1.6,0.293,4.2,0
Jason Kapono,MIA,06/07,10.9,2.7,1.2,0.537,4.2,0
Andrew Bynum,LAL,06/07,7.8,5.9,1.1,0.512,4.2,0
Rasho Nesterović,TOR,06/07,6.2,4.5,0.9,0.573,4.1,0
Fabricio Oberto,SAS,06/07,4.4,4.7,0.9,0.707,4.1,0
Jerry Stackhouse,DAL,06/07,12.0,2.2,2.8,0.817,4.1,0
Boštjan Nachbar,NJN,06/07,9.2,3.3,0.8,0.5,4.1,0
Andrés Nocioni,CHI,06/07,14.1,5.7,1.1,0.598,4.1,0
Bruce Bowen,SAS,06/07,6.2,2.7,1.4,0.707,4.1,0
Charlie Bell,MIL,06/07,13.5,2.9,3.0,0.341,4.0,0
Andrew Bogut,MIL,06/07,12.3,8.8,3.0,0.341,4.0,0
Jameer Nelson,ORL,06/07,13.0,3.1,4.3,0.488,4.0,0
Monta Ellis,GSW,06/07,16.5,3.2,4.1,0.512,4.0,0
Derek Fisher,UTA,06/07,10.1,1.8,3.3,0.622,3.9,0
Larry Hughes,CLE,06/07,14.9,3.8,3.7,0.61,3.9,0
Tim Thomas,LAC,06/07,11.0,5.0,2.2,0.488,3.9,0
Ime Udoka,POR,06/07,8.4,3.7,1.5,0.39,3.9,0
Craig Smith,MIN,06/07,7.4,5.1,0.6,0.39,3.9,0
Donyell Marshall,CLE,06/07,7.0,4.0,0.6,0.61,3.8,0
Luke Walton,LAL,06/07,11.4,5.0,4.3,0.512,3.8,0
DeSagana Diop,DAL,06/07,2.3,5.4,0.4,0.817,3.8,0
Delonte West,BOS,06/07,12.2,3.0,4.4,0.293,3.7,0
Matt Barnes,GSW,06/07,9.8,4.6,2.1,0.512,3.7,0
J.R. Smith,DEN,06/07,13.0,2.3,1.4,0.549,3.7,0
Hakim Warrick,MEM,06/07,12.7,5.1,0.9,0.268,3.7,0
John Salmons,SAC,06/07,8.5,3.3,3.2,0.402,3.6,0
Mickaël Piétrus,GSW,06/07,11.1,4.5,0.9,0.512,3.6,0
Devin Brown,NOK,06/07,11.6,4.3,2.6,0.476,3.5,0
Alonzo Mourning,MIA,06/07,8.6,4.5,0.2,0.537,3.5,0
Quentin Richardson,NYK,06/07,13.0,7.2,2.2,0.402,3.5,0
Brendan Haywood,WAS,06/07,6.6,6.2,0.6,0.5,3.4,0
LaMarcus Aldridge,POR,06/07,9.0,5.0,0.4,0.39,3.4,0
Trevor Ariza,ORL,06/07,8.9,4.4,1.1,0.488,3.4,0
Richard Jefferson,NJN,06/07,16.3,4.4,2.7,0.5,3.4,0
Darko Miličić,ORL,06/07,8.0,5.5,1.1,0.488,3.3,0
Darrell Armstrong,IND,06/07,5.6,1.7,2.4,0.427,3.2,0
Nate Robinson,NYK,06/07,10.1,2.4,1.4,0.402,3.2,0
Quinton Ross,LAC,06/07,5.2,2.3,1.1,0.488,3.2,0
Mo Williams,MIL,06/07,17.3,4.8,6.1,0.341,3.2,0
Sasha Pavlović,CLE,06/07,9.0,2.4,1.6,0.61,3.1,0
Jamal Crawford,NYK,06/07,17.6,3.2,4.4,0.402,3.1,0
Ronny Turiaf,LAL,06/07,5.3,3.6,0.9,0.512,3.1,0
Francisco Elson,SAS,06/07,5.0,4.8,0.8,0.707,3.1,0
DeShawn Stevenson,WAS,06/07,11.2,2.6,2.7,0.5,3.1,0
Jason Richardson,GSW,06/07,16.0,5.1,3.4,0.512,3.0,0
Jorge Garbajosa,TOR,06/07,8.5,4.9,1.9,0.573,3.0,0
Joey Graham,TOR,06/07,6.4,3.1,0.6,0.573,3.0,0
Robert Horry,SAS,06/07,3.9,3.4,1.1,0.707,2.9,0
Steve Francis,NYK,06/07,11.3,3.6,3.9,0.402,2.9,0
Derek Anderson,CHO,06/07,8.0,2.3,2.7,0.402,2.9,0
Kurt Thomas,PHO,06/07,4.6,5.7,0.4,0.744,2.9,0
Morris Peterson,TOR,06/07,8.9,3.3,0.7,0.573,2.9,0
Carlos Delfino,DET,06/07,5.2,3.2,1.1,0.646,2.9,0
Chris Kaman,LAC,06/07,10.1,7.8,1.1,0.488,2.9,0
Steven Hunter,PHI,06/07,6.4,4.8,0.4,0.427,2.8,0
Damien Wilkins,OKC,06/07,8.8,2.8,1.9,0.378,2.8,0
Mike James,MIN,06/07,10.1,2.0,3.6,0.39,2.8,0
Shareef Abdur-Rahim,SAC,06/07,9.9,5.0,1.4,0.402,2.8,0
Linas Kleiza,DEN,06/07,7.6,3.4,0.6,0.549,2.8,0
Jamaal Tinsley,IND,06/07,12.8,3.3,6.9,0.427,2.8,0
Eric Snow,CLE,06/07,4.2,2.3,4.0,0.61,2.8,0
Mark Blount,MIN,06/07,12.3,6.2,0.8,0.39,2.8,0
Sam Cassell,LAC,06/07,12.3,2.9,4.7,0.488,2.8,0
Renaldo Balkman,NYK,06/07,4.9,4.3,0.6,0.402,2.8,0
Etan Thomas,WAS,06/07,6.1,5.8,0.4,0.5,2.7,0
Brad Miller,SAC,06/07,9.0,6.4,3.6,0.402,2.7,0
Tony Battie,ORL,06/07,6.1,5.2,0.5,0.488,2.7,0
Rasual Butler,NOK,06/07,10.1,3.2,0.8,0.476,2.6,0
Maurice Evans,LAL,06/07,8.4,2.9,1.0,0.512,2.6,0
Trenton Hassell,MIN,06/07,6.7,3.2,2.7,0.39,2.6,0
Carlos Arroyo,ORL,06/07,7.7,1.9,2.8,0.488,2.5,0
Tyronn Lue,ATL,06/07,11.4,1.9,3.6,0.366,2.5,0
Bobby Jackson,NOK,06/07,10.6,3.2,2.5,0.476,2.5,0
Rajon Rondo,BOS,06/07,6.4,3.7,3.8,0.293,2.4,0
Walter Herrmann,CHO,06/07,9.2,2.9,0.5,0.402,2.4,0
Shaun Livingston,LAC,06/07,9.3,3.4,5.1,0.488,2.4,0
Damon Jones,CLE,06/07,6.6,1.1,1.6,0.61,2.4,0
Francisco García,SAC,06/07,6.0,2.6,1.1,0.402,2.4,0
Kyle Lowry,TOR,13/14,17.9,4.7,7.4,0.585,11.7,0
DeAndre Jordan,LAC,13/14,10.4,13.6,0.9,0.695,11.1,0
Anthony Davis,NOP,13/14,20.8,10.0,1.6,0.415,10.4,0
Goran Dragić,PHO,13/14,20.3,3.2,5.9,0.585,10.3,0
Andre Drummond,DET,13/14,13.5,13.2,0.4,0.354,9.9,0
Serge Ibaka,OKC,13/14,15.1,8.8,1.0,0.72,9.6,0
Damian Lillard,POR,13/14,20.7,3.5,5.6,0.659,9.6,0
Robin Lopez,POR,13/14,11.1,8.5,0.9,0.659,9.5,0
DeMar DeRozan,TOR,13/14,22.7,4.3,4.0,0.585,8.8,0
Wesley Matthews,POR,13/14,16.4,3.5,2.4,0.659,8.2,0
David West,IND,13/14,14.0,6.8,2.8,0.683,8.1,0
Marcin Gortat,WAS,13/14,13.2,9.5,1.7,0.537,8.1,0
Dwight Howard,HOU,13/14,18.3,12.2,1.8,0.659,8.0,0
Chris Bosh,MIA,13/14,16.2,6.6,1.1,0.659,8.0,0
Trevor Ariza,WAS,13/14,14.4,6.2,2.5,0.537,8.0,0
DeMarcus Cousins,SAC,13/14,22.7,11.7,2.9,0.341,7.9,0
John Wall,WAS,13/14,19.3,4.1,8.8,0.537,7.9,0
Nicolas Batum,POR,13/14,13.0,7.5,5.1,0.659,7.9,0
George Hill,IND,13/14,10.3,3.7,3.5,0.683,7.8,0
Isaiah Thomas,SAC,13/14,20.3,2.9,6.3,0.341,7.7,0
Kawhi Leonard,SAS,13/14,12.8,6.2,2.0,0.756,7.7,0
David Lee,GSW,13/14,18.2,9.3,2.1,0.622,7.6,0
Chandler Parsons,HOU,13/14,16.6,5.5,4.0,0.659,7.6,0
Lance Stephenson,IND,13/14,13.8,7.2,4.6,0.683,7.4,0
Terrence Jones,HOU,13/14,12.1,6.9,1.1,0.659,7.3,0
Jimmy Butler,CHI,13/14,13.1,4.9,2.6,0.585,7.1,0
Klay Thompson,GSW,13/14,18.4,3.1,2.2,0.622,6.7,0
Jonas Valančiūnas,TOR,13/14,11.3,8.8,0.7,0.585,6.7,0
Paul Millsap,ATL,13/14,17.9,8.5,3.1,0.463,6.7,0
Kyrie Irving,CLE,13/14,20.8,3.6,6.1,0.402,6.7,0
Kenneth Faried,DEN,13/14,13.7,8.6,1.2,0.439,6.5,0
Mike Dunleavy,CHI,13/14,11.3,4.2,2.3,0.585,6.5,0
Andrew Bogut,GSW,13/14,7.3,10.0,1.7,0.622,6.5,0
Josh McRoberts,CHO,13/14,8.5,4.8,4.3,0.524,6.5,0
Markieff Morris,PHO,13/14,13.8,6.0,1.8,0.585,6.4,0
Zach Randolph,MEM,13/14,17.4,10.1,2.5,0.61,6.4,0
Ty Lawson,DEN,13/14,17.6,3.5,8.8,0.439,6.3,0
José Calderón,DAL,13/14,11.4,2.4,4.7,0.598,6.3,0
Amir Johnson,TOR,13/14,10.4,6.6,1.5,0.585,6.3,0
Gerald Green,PHO,13/14,15.8,3.4,1.5,0.585,6.1,0
P.J. Tucker,PHO,13/14,9.4,6.5,1.7,0.585,6.1,0
Chris Andersen,MIA,13/14,6.6,5.3,0.3,0.659,6.0,0
Kyle Korver,ATL,13/14,12.0,4.0,2.9,0.463,5.9,0
Greg Monroe,DET,13/14,15.2,9.3,2.1,0.354,5.9,0
Marco Belinelli,SAS,13/14,11.4,2.8,2.2,0.756,5.9,0
Ricky Rubio,MIN,13/14,9.5,4.2,8.6,0.488,5.9,0
Nikola Peković,MIN,13/14,17.5,8.7,0.9,0.488,5.9,0
Darren Collison,LAC,13/14,11.4,2.4,3.7,0.695,5.9,0
DeMarre Carroll,ATL,13/14,11.1,5.5,1.8,0.463,5.8,0
Andre Iguodala,GSW,13/14,9.3,4.7,4.2,0.622,5.8,0
Tristan Thompson,CLE,13/14,11.7,9.2,0.9,0.402,5.7,0
Taj Gibson,CHI,13/14,13.0,6.8,1.1,0.585,5.7,0
Manu Ginóbili,SAS,13/14,12.3,3.0,4.3,0.756,5.7,0
Marc Gasol,MEM,13/14,14.6,7.2,3.6,0.61,5.6,0
Patty Mills,SAS,13/14,10.2,2.1,1.8,0.756,5.6,0
Dwyane Wade,MIA,13/14,19.0,4.5,4.7,0.659,5.5,0
Roy Hibbert,IND,13/14,10.8,6.6,1.1,0.683,5.4,0
Anderson Varejão,CLE,13/14,8.4,9.7,2.2,0.402,5.4,0
Deron Williams,BRK,13/14,14.3,2.6,6.1,0.537,5.4,0
Jamal Crawford,LAC,13/14,18.6,2.3,3.2,0.695,5.3,0
Kevin Martin,MIN,13/14,19.1,3.0,1.8,0.488,5.3,0
Arron Afflalo,ORL,13/14,18.2,3.6,3.4,0.28,5.3,0
Channing Frye,PHO,13/14,11.1,5.1,1.2,0.585,5.3,0
Russell Westbrook,OKC,13/14,21.8,5.7,6.9,0.72,5.2,0
Paul Pierce,BRK,13/14,13.5,4.6,2.4,0.537,5.2,0
Jeff Teague,ATL,13/14,16.5,2.6,6.7,0.463,5.2,0
Corey Brewer,MIN,13/14,12.3,2.6,1.7,0.488,5.2,0
Derrick Favors,UTA,13/14,13.3,8.7,1.2,0.305,5.1,0
Brandan Wright,DAL,13/14,9.1,4.2,0.5,0.598,5.1,0
Kemba Walker,CHO,13/14,17.7,4.2,6.1,0.524,5.1,0
Brandon Bass,BOS,13/14,11.1,5.7,1.1,0.305,5.1,0
Martell Webster,WAS,13/14,9.7,2.8,1.2,0.537,5.0,0
Boris Diaw,SAS,13/14,9.1,4.1,2.8,0.756,4.9,0
Samuel Dalembert,DAL,13/14,6.6,6.8,0.5,0.598,4.9,0
Tyson Chandler,NYK,13/14,8.7,9.6,1.1,0.451,4.9,0
Reggie Jackson,OKC,13/14,13.1,3.9,4.1,0.72,4.9,0
Monta Ellis,DAL,13/14,19.0,3.6,5.7,0.598,4.9,0
Joe Johnson,BRK,13/14,15.8,3.4,2.7,0.537,4.9,0
Mario Chalmers,MIA,13/14,9.8,2.9,4.9,0.659,4.8,0
Mason Plumlee,BRK,13/14,7.4,4.4,0.9,0.537,4.7,0
Randy Foye,DEN,13/14,13.2,2.9,3.5,0.439,4.6,0
Timofey Mozgov,DEN,13/14,9.4,6.4,0.8,0.439,4.5,0
Jodie Meeks,LAL,13/14,15.7,2.5,1.8,0.329,4.5,0
Draymond Green,GSW,13/14,6.2,5.0,1.9,0.622,4.5,0
Shaun Livingston,BRK,13/14,8.3,3.2,3.2,0.537,4.4,0
Jordan Hill,LAL,13/14,9.7,7.4,0.8,0.329,4.4,0
Jeremy Lin,HOU,13/14,12.5,2.6,4.1,0.659,4.4,0
Kyle Singler,DET,13/14,9.6,3.7,0.9,0.354,4.4,0
